date,n1,n2,n3,n4,n5,n6,superzahl
2025-12-10,3,11,12,13,17,24,8
2025-12-13,6,11,21,32,37,45,3
2025-12-17,6,13,25,26,32,37,2
2025-12-20,12,23,32,33,40,42,5
2025-12-24,7,8,25,32,37,39,8
2025-12-27,7,10,27,28,38,46,6
2025-12-31,3,5,7,28,36,41,5
2026-01-03,3,8,11,12,16,46,8
2026-01-07,15,18,29,32,36,47,0
2026-01-10,1,4,7,9,13,29,6
2026-01-14,18,21,23,25,26,48,1
2026-01-17,12,21,22,37,46,49,1
2026-01-21,4,5,10,15,24,27,7
2026-01-24,1,7,28,32,47,49,1
2026-01-28,9,11,25,35,37,44,3
2026-01-31,8,19,30,37,38,49,3
2026-02-04,9,11,16,22,27,37,0
2026-02-07,7,11,20,25,28,49,7
2026-02-11,8,9,18,20,37,40,3
2026-02-14,3,9,19,20,40,43,7
2026-02-18,10,15,19,20,29,48,8
2026-02-21,2,8,9,29,39,44,6
2026-02-25,9,13,25,30,37,46,8
2026-02-28,1,6,19,33,44,45,8
2026-03-04,1,15,17,24,37,40,3
2026-03-07,5,16,20,38,39,41,4
2026-03-11,17,21,26,32,35,37,0
2026-03-14,19,20,28,32,44,45,0
2026-03-18,10,13,20,35,43,49,0
2026-03-21,2,7,19,24,29,43,2
2026-03-25,7,12,29,30,46,49,5
2026-03-28,5,20,24,33,34,42,1
2026-04-01,8,10,11,14,22,48,1
2026-04-04,6,15,18,23,28,48,2
2026-04-08,2,5,14,16,23,36,8
2026-04-11,17,23,32,33,34,46,0
2026-04-15,3,17,25,28,40,42,0
2026-04-18,18,28,34,37,44,48,4
2026-04-22,15,26,27,35,42,47,5
2026-04-25,6,12,15,20,35,49,9
2026-04-29,1,15,25,37,43,47,4
2026-05-02,1,5,9,20,21,32,5
2026-05-06,10,13,19,38,40,48,2
2026-05-09,2,3,12,36,39,43,8
2026-05-13,13,15,20,26,31,43,7
2026-05-16,7,11,20,23,27,30,9
2026-05-20,3,14,34,39,46,48,5
2026-05-23,2,6,8,11,14,39,7
2026-05-27,16,26,30,41,44,47,1
2026-05-30,3,10,14,27,41,48,2
2026-06-03,4,6,24,26,41,44,9
2026-06-06,8,16,17,23,30,32,8
2026-06-10,11,15,16,28,39,42,7
2026-06-13,4,13,16,20,24,43,8
2026-06-17,3,4,20,26,27,39,9
2026-06-20,2,8,13,15,27,35,3
2026-06-24,25,36,40,43,44,49,3
2026-06-27,26,32,35,39,47,49,8
2026-07-01,2,4,5,13,41,48,4
2026-07-04,7,10,28,31,36,37,5
2026-07-08,15,28,30,31,37,45,5
2026-07-11,1,4,6,20,41,48,3
2026-07-15,7,11,35,37,39,42,1
2026-07-18,5,17,33,35,39,47,6
2026-07-22,3,5,10,14,25,49,3
